DROPLET RADIUS      0.010000000
    WAVl        QEXT      W0      gf
      0.72020000   6.3594182e-06      0.99766449    0.0013930514
      0.67870000   8.1129621e-06      0.99942138    0.0015695618
DROPLET RADIUS      0.010974988
    WAVl        QEXT      W0      gf
       500.00000   0.00010327861   3.8567528e-12  -3.2156423e-09
       142.85710   0.00028243045   1.3996543e-10   5.6160791e-08
       76.923100   0.00068837142   6.5193197e-10   1.7856752e-07
       52.631600    0.0012181668   1.2691710e-09   3.3755407e-07
       40.000000    0.0011999811   2.4168923e-09   5.7014285e-07
       32.786900    0.0011673066   5.3107406e-09   8.7013526e-07
       28.169000    0.0013948565   8.9956175e-09   1.1960155e-06
       24.390200    0.0018758079   1.2529756e-08   1.5768790e-06
       21.621600    0.0023869294   1.5706148e-08   1.9594599e-06
       19.230800    0.0030278874   1.9562540e-08   2.4097622e-06
       17.211700    0.0037898150   2.2314468e-08   2.8800829e-06
       15.576300    0.0043041346   2.4250195e-08   3.3859204e-06
       14.419600    0.0045070668   2.5324755e-08   3.8560614e-06
       13.157900    0.0042716126   2.4444322e-08   4.5210161e-06
       11.940300    0.0028866311   1.9972437e-08   5.4686521e-06
       11.019300    0.0015626249   2.8577486e-08   6.5651866e-06
       10.309300   0.00097147311   7.6146558e-08   7.6554430e-06
       9.6852000   0.00079873871   1.6093188e-07   8.8100476e-06
       9.2039000   0.00074334249   2.4871031e-07   9.8416045e-06
       8.6655000   0.00070718185   3.8140456e-07   1.1192621e-05
       8.0808000   0.00069153244   5.8044599e-07   1.2967341e-05
       7.6190000   0.00069088535   7.9650874e-07   1.4665188e-05
       7.1429000   0.00071315048   1.0827585e-06   1.6778846e-05
       6.6667000   0.00080700125   1.4049908e-06   1.9411640e-05
       6.2500000    0.0017234569   1.0493964e-06   2.2386834e-05
       5.8824000    0.0015257797   7.4475404e-07   2.4090571e-05
       5.5556000   0.00037071913   5.0138584e-06   2.7525303e-05
       5.2632000   0.00029685946   8.9108594e-06   3.0955009e-05
       5.0000000   0.00039071639   8.9413256e-06   3.4479339e-05
       4.7059000   0.00052351992   8.7971122e-06   3.9019097e-05
       4.3507000   0.00033795312   1.9336660e-05   4.5784059e-05
       4.0891000   0.00020791302   4.2889571e-05   5.2092003e-05
       3.7807000   0.00013666736   9.9351834e-05   6.1489944e-05
       3.3996000   0.00082416494   3.2777921e-05   7.7978174e-05
       3.0713000     0.010265285   5.6528104e-06   9.6033575e-05
       2.7836000    0.0061544973   1.8130413e-06   0.00010297648
       2.5674000   0.00014671572   0.00021665790   0.00012701657
       2.3337000   3.9415439e-05    0.0015291681   0.00015611438
       2.1075000   3.3579725e-05    0.0030098161   0.00019283319
       1.9380000   0.00015694624   0.00094195527   0.00022876328
       1.7707000   1.0260930e-05     0.021416664   0.00027473653
       1.6240000   8.2939537e-06     0.038486722   0.00032727593
       1.4948000   2.6021463e-05     0.017416277   0.00038684240
       1.3661000   6.4289750e-06      0.10250629   0.00046366282
       1.2527000   2.3080966e-06      0.40930265   0.00055197245
       1.1652000   2.7633980e-06      0.46104995   0.00063844277
       1.0989000   1.8641988e-06      0.86996434   0.00071818518
       1.0526000   2.1393581e-06      0.90489920   0.00078304338
      0.99750000   2.8950887e-06      0.83390937   0.00087231864
      0.92510000   3.4721406e-06      0.94725977    0.0010147960
      0.86620000   4.3727695e-06      0.98524590    0.0011580875
      0.81100000   5.6719322e-06      0.99537691    0.0013217909
      0.76780000   7.1019276e-06      0.99558945    0.0014753882
      0.72020000   9.2200847e-06      0.99823104    0.0016778210
      0.67870000   1.1767298e-05      0.99956189    0.0018903969
DROPLET RADIUS      0.012045035
    WAVl        QEXT      W0      gf
       500.00000   0.00011334815   5.0984002e-12  -2.3090393e-09
       142.85710   0.00030996709   1.8502606e-10   6.3637483e-08
       76.923100   0.00075548690   8.6181561e-10   2.1488202e-07
       52.631600    0.0013369368   1.6777691e-09   4.0664382e-07
       40.000000    0.0013169782   3.1949884e-09   6.8677482e-07
       32.786900    0.0012811183   7.0204834e-09   1.0483423e-06
       28.169000    0.0015308545   1.1891670e-08   1.4403337e-06
       24.390200    0.0020586990   1.6563587e-08   1.8992968e-06
       21.621600    0.0026196553   2.0762583e-08   2.3602549e-06
       19.230800    0.0033231075   2.5860494e-08   2.9025592e-06
       17.211700    0.0041593237   2.9498369e-08   3.4690835e-06
       15.576300    0.0047237894   3.2057275e-08   4.0783074e-06
       14.419600    0.0049465069   3.3477769e-08   4.6446520e-06
       13.157900    0.0046880941   3.2313880e-08   5.4455775e-06
       11.940300    0.0031680764   2.6402312e-08   6.5870353e-06
       11.019300    0.0017149810   3.7777629e-08   7.9078119e-06
       10.309300    0.0010661925   1.0066088e-07   9.2210511e-06
       9.6852000   0.00087661699   2.1274151e-07   1.0611790e-05
       9.2039000   0.00081582001   3.2877874e-07   1.1854240e-05
       8.6655000   0.00077613418   5.0419148e-07   1.3481536e-05
       8.0808000   0.00075895959   7.6731030e-07   1.5619224e-05
       7.6190000   0.00075825006   1.0529297e-06   1.7664213e-05
       7.1429000   0.00078268701   1.4313304e-06   2.0210186e-05
       6.6667000   0.00088569010   1.8572963e-06   2.3381354e-05
       6.2500000    0.0018915107   1.3872242e-06   2.6964985e-05
       5.8824000    0.0016745542   9.8450883e-07   2.9017158e-05
       5.5556000   0.00040686845   6.6279234e-06   3.3154299e-05
       5.2632000   0.00032580767   1.1779415e-05   3.7285357e-05
       5.0000000   0.00042881782   1.1819667e-05   4.1530424e-05
       4.7059000   0.00057457305   1.1629004e-05   4.6998546e-05
       4.3507000   0.00037091235   2.5561180e-05   5.5146938e-05
       4.0891000   0.00022819241   5.6695223e-05   6.2744821e-05
       3.7807000   0.00015000111   0.00013132902   7.4064611e-05
       3.3996000   0.00090456429   4.3328327e-05   9.3924499e-05
       3.0713000     0.011266737   7.4723048e-06   0.00011567193
       2.7836000    0.0067546830   2.3966075e-06   0.00012403574
       2.5674000   0.00016103808   0.00028637073   0.00015299143
       2.3337000   4.3282116e-05    0.0020203174   0.00018803928
       2.1075000   3.6892094e-05    0.0039745646   0.00023226646
       1.9380000   0.00017231573    0.0012446891   0.00027554353
       1.7707000   1.1340182e-05     0.028113931   0.00033091714
       1.6240000   9.2165105e-06     0.050246664   0.00039419923
       1.4948000   2.8722971e-05     0.022890578   0.00046594481
       1.3661000   7.2897788e-06      0.13115175   0.00055847154
       1.2527000   2.8671889e-06      0.47800803   0.00066483560
       1.1652000   3.4833031e-06      0.53062771   0.00076898344
       1.0989000   2.6189008e-06      0.89838289   0.00086502715
       1.0526000   3.0318223e-06      0.92632725   0.00094314340
      0.99750000   4.0302872e-06      0.86901242    0.0010506671
      0.92510000   4.9724231e-06      0.95956511    0.0012222658
      0.86620000   6.3207286e-06      0.98879239    0.0013948426
      0.81100000   8.2187939e-06      0.99649655    0.0015920001
      0.76780000   1.0291308e-05      0.99665753    0.0017769832
      0.72020000   1.3369078e-05      0.99866014    0.0020207762
      0.67870000   1.7067770e-05      0.99966824    0.0022767793
DROPLET RADIUS      0.013219411
    WAVl        QEXT      W0      gf
       500.00000   0.00012439945   6.7397851e-12   2.0529997e-08
       142.85710   0.00034018852   2.4459355e-10   8.0887929e-08
       76.923100   0.00082914610   1.1392694e-09   2.5908063e-07
       52.631600    0.0014672870   2.2179115e-09   4.9002790e-07
       40.000000    0.0014453825   4.2235851e-09   8.2727518e-07
       32.786900    0.0014060267   9.2806608e-09   1.2627353e-06
       28.169000    0.0016801125   1.5720076e-08   1.7349165e-06
       24.390200    0.0022594224   2.1896065e-08   2.2877747e-06
       21.621600    0.0028750727   2.7446879e-08   2.8429015e-06
       19.230800    0.0036471128   3.4185999e-08   3.4960747e-06
       17.211700    0.0045648611   3.8995038e-08   4.1785341e-06
       15.576300    0.0051843623   4.2377741e-08   4.9123291e-06
       14.419600    0.0054287939   4.4255534e-08   5.5945034e-06
       13.157900    0.0051451837   4.2716928e-08   6.5591996e-06
       11.940300    0.0034769630   3.4902185e-08   7.9340837e-06
       11.019300    0.0018821922   4.9939601e-08   9.5250084e-06
       10.309300    0.0011701476   1.3306713e-07   1.1106802e-05
       9.6852000   0.00096208904   2.8123024e-07   1.2781902e-05
       9.2039000   0.00089536483   4.3462350e-07   1.4278469e-05
       8.6655000   0.00085181024   6.6650684e-07   1.6238569e-05
       8.0808000   0.00083296197   1.0143308e-06   1.8813416e-05
       7.6190000   0.00083218413   1.3918982e-06   2.1276616e-05
       7.1429000   0.00085900498   1.8921145e-06   2.4343197e-05
       6.6667000   0.00097205339   2.4552060e-06   2.8162889e-05
       6.2500000    0.0020759557   1.8338031e-06   3.2479383e-05
       5.8824000    0.0018378382   1.3014433e-06   3.4951236e-05
       5.5556000   0.00044654388   8.7615600e-06   3.9934423e-05
       5.2632000   0.00035757995   1.5571342e-05   4.4910275e-05
       5.0000000   0.00047063652   1.5624519e-05   5.0023455e-05
       4.7059000   0.00063060743   1.5372438e-05   5.6609799e-05
       4.3507000   0.00040708833   3.3789162e-05   6.6424513e-05
       4.0891000   0.00025045204   7.4944019e-05   7.5576130e-05
       3.7807000   0.00016463835   0.00017359544   8.9210725e-05
       3.3996000   0.00099281797   5.7273995e-05   0.00011313169
       3.0713000     0.012366024   9.8773437e-06   0.00013932602
       2.7836000    0.0074134281   3.1679726e-06   0.00014940180
       2.5674000   0.00017676402   0.00037850124   0.00018427802
       2.3337000   4.7536169e-05    0.0026687533   0.00022649246
       2.1075000   4.0544372e-05    0.0052468172   0.00027976315
       1.9380000   0.00018921215    0.0016445195   0.00033188930
       1.7707000   1.2560036e-05     0.036825705   0.00039858511
       1.6240000   1.0280211e-05     0.065353658   0.00047480597
       1.4948000   3.1761432e-05     0.030031817   0.00056122025
       1.3661000   8.3398162e-06      0.16631217   0.00067266360
       1.2527000   3.6313029e-06      0.54754169   0.00080077198
       1.1652000   4.4763580e-06      0.59901916   0.00092620978
       1.0989000   3.7053717e-06      0.92114828    0.0010418857
       1.0526000   4.3194701e-06      0.94322576    0.0011359688
      0.99750000   5.6604835e-06      0.89759923    0.0012654690
      0.92510000   7.1424342e-06      0.96908994    0.0014721374
      0.86620000   9.1441712e-06      0.99149276    0.0016799804
      0.81100000   1.1912228e-05      0.99734540    0.0019174227
      0.76780000   1.4916473e-05      0.99746724    0.0021401989
      0.72020000   1.9386533e-05      0.99898509    0.0024337939
      0.67870000   2.4755593e-05      0.99974873    0.0027420853
DROPLET RADIUS      0.014508288
    WAVl        QEXT      W0      gf
       500.00000   0.00013652824   8.9095991e-12   1.0538470e-08
       142.85710   0.00037335651   3.2333826e-10   9.6682614e-08
       76.923100   0.00090998703   1.5060469e-09   3.1228286e-07
       52.631600    0.0016103462   2.9319477e-09   5.9005444e-07
       40.000000    0.0015863064   5.5833286e-09   9.9652711e-07
       32.786900    0.0015431137   1.2268479e-08   1.5207740e-06
       28.169000    0.0018439234   2.0780996e-08   2.0898824e-06
       24.390200    0.0024797171   2.8945275e-08   2.7556269e-06
       21.621600    0.0031553945   3.6283104e-08   3.4242909e-06
       19.230800    0.0040027103   4.5191797e-08   4.2110305e-06
       17.211700    0.0050099406   5.1549033e-08   5.0330566e-06
       15.576300    0.0056898434   5.6020736e-08   5.9169068e-06
       14.419600    0.0059581061   5.8503041e-08   6.7386039e-06
       13.157900    0.0056468408   5.6469073e-08   7.9005541e-06
       11.940300    0.0038159667   4.6138448e-08   9.5566131e-06
       11.019300    0.0020657072   6.6016895e-08   1.1472891e-05
       10.309300    0.0012842390   1.7590592e-07   1.3378171e-05
       9.6852000    0.0010558955   3.7176740e-07   1.5395826e-05
       9.2039000   0.00098266627   5.7454249e-07   1.7198488e-05
       8.6655000   0.00093486591   8.8107543e-07   1.9559374e-05
       8.0808000   0.00091418106   1.3408726e-06   2.2660771e-05
       7.6190000   0.00091332854   1.8399870e-06   2.5627729e-05
       7.1429000   0.00094276615   2.5012318e-06   2.9321450e-05
       6.6667000    0.0010668402   3.2455894e-06   3.3922269e-05
       6.2500000    0.0022783921   2.4241388e-06   3.9121457e-05
       5.8824000    0.0020170478   1.7204005e-06   4.2098860e-05
       5.5556000   0.00049008974   1.1582002e-05   4.8101082e-05
       5.2632000   0.00039245224   2.0583831e-05   5.4094492e-05
       5.0000000   0.00051653577   2.0654072e-05   6.0253300e-05
       4.7059000   0.00069210996   2.0320780e-05   6.8186529e-05
       4.3507000   0.00044679587   4.4665307e-05   8.0008308e-05
       4.0891000   0.00027488613   9.9065432e-05   9.1031374e-05
       3.7807000   0.00018070756   0.00022945985   0.00010745411
       3.3996000    0.0010896973   7.5707149e-05   0.00013626650
       3.0713000     0.013572748   1.3056302e-05   0.00016781691
       2.7836000    0.0081364556   4.1875522e-06   0.00017995544
       2.5674000   0.00019403334   0.00050024907   0.00022196251
       2.3337000   5.2219945e-05    0.0035245066   0.00027280878
       2.1075000   4.4577232e-05    0.0069233214   0.00033697192
       1.9380000   0.00020779656    0.0021724464   0.00039975626
       1.7707000   1.3950095e-05     0.048101862   0.00048008884
       1.6240000   1.1521840e-05     0.084594966   0.00057189332
       1.4948000   3.5202666e-05     0.039309493   0.00067597451
       1.3661000   9.6449418e-06      0.20862581   0.00081020058
       1.2527000   4.6882328e-06      0.61525181   0.00096449670
       1.1652000   5.8606219e-06      0.66374242    0.0011155745
       1.0989000   5.2722752e-06      0.93915385    0.0012548933
       1.0526000   6.1796596e-06      0.95642650    0.0013682049
      0.99750000   8.0070542e-06      0.92050999    0.0015241704
      0.92510000   1.0283239e-05      0.97642335    0.0017730704
      0.86620000   1.3237203e-05      0.99354583    0.0020233800
      0.81100000   1.7268506e-05      0.99798867    0.0023093303
      0.76780000   2.1623853e-05      0.99808082    0.0025776122
      0.72020000   2.8113641e-05      0.99923113    0.0029311700
      0.67870000   3.5905455e-05      0.99980965    0.0033024146
DROPLET RADIUS      0.015922828
    WAVl        QEXT      W0      gf
       500.00000   0.00014983958   1.1777966e-11   1.8973361e-08
       142.85710   0.00040975834   4.2743413e-10   1.1737462e-07
       76.923100   0.00099870992   1.9909050e-09   3.7572008e-07
       52.631600    0.0017673538   3.8758611e-09   7.1070315e-07
       40.000000    0.0017409703   7.3808280e-09   1.2001435e-06
       32.786900    0.0016935670   1.6218195e-08   1.8317909e-06
       28.169000    0.0020237065   2.7471224e-08   2.5171549e-06
       24.390200    0.0027214913   3.8263895e-08   3.3191972e-06
       21.621600    0.0034630491   4.7964043e-08   4.1245557e-06
       19.230800    0.0043929809   5.9740764e-08   5.0722348e-06
       17.211700    0.0054984185   6.8144608e-08   6.0623458e-06
       15.576300    0.0062446122   7.4055888e-08   7.1269499e-06
       14.419600    0.0065390293   7.7337307e-08   8.1166650e-06
       13.157900    0.0061974115   7.4648487e-08   9.5162671e-06
       11.940300    0.0041880241   6.0992014e-08   1.1511001e-05
       11.019300    0.0022671159   8.7269940e-08   1.3819147e-05
       10.309300    0.0014094554   2.3253570e-07   1.6114029e-05
       9.6852000    0.0011588492   4.9145075e-07   1.8544324e-05
       9.2039000    0.0010784809   7.5950464e-07   2.0715604e-05
       8.6655000    0.0010260211   1.1647181e-06   2.3559350e-05
       8.0808000    0.0010033210   1.7725336e-06   2.7294966e-05
       7.6190000    0.0010023869   2.4323218e-06   3.0868670e-05
       7.1429000    0.0010346970   3.3064299e-06   3.5317749e-05
       6.6667000    0.0011708727   4.2904006e-06   4.0859438e-05
       6.2500000    0.0025005766   3.2045033e-06   4.7121847e-05
       5.8824000    0.0022137376   2.2742187e-06   5.0708176e-05
       5.5556000   0.00053788415   1.5310297e-05   5.7937829e-05
       5.2632000   0.00043072759   2.7209693e-05   6.5156863e-05
       5.0000000   0.00056691460   2.7302460e-05   7.2575118e-05
       4.7059000   0.00075961550   2.6861780e-05   8.2130662e-05
       4.3507000   0.00049038092   5.9041686e-05   9.6369924e-05
       4.0891000   0.00030170831   0.00013094851   0.00010964711
       3.7807000   0.00019835033   0.00030329365   0.00012942809
       3.3996000    0.0011960508   0.00010007110   0.00016413199
       3.0713000     0.014897469   1.7258121e-05   0.00020213351
       2.7836000    0.0089300507   5.5351856e-06   0.00021675762
       2.5674000   0.00021300072   0.00066111960   0.00026735316
       2.3337000   5.7381948e-05    0.0046532749   0.00032859596
       2.1075000   4.9038672e-05    0.0091303386   0.00040587838
       1.9380000   0.00022825102    0.0028692650   0.00048149975
       1.7707000   1.5549995e-05     0.062603987   0.00057825661
       1.6240000   1.2992132e-05      0.10883684   0.00068882992
       1.4948000   3.9133710e-05     0.051298914   0.00081418868
       1.3661000   1.1298770e-05      0.25835544   0.00097585311
       1.2527000   6.1648694e-06      0.67875588    0.0011616876
       1.1652000   7.8068354e-06      0.72283314    0.0013436433
       1.0989000   7.5351485e-06      0.95325179    0.0015114344
       1.0526000   8.8695516e-06      0.96666263    0.0016479014
      0.99750000   1.1390898e-05      0.93863772    0.0018357364
      0.92510000   1.4831380e-05      0.98204649    0.0021354901
      0.86620000   1.9171304e-05      0.99510504    0.0024369340
      0.81100000   2.5036229e-05      0.99847600    0.0027812907
      0.76780000   3.1350719e-05      0.99854567    0.0031043615
      0.72020000   4.0769976e-05      0.99941742    0.0035301105
      0.67870000   5.2075336e-05      0.99985576    0.0039771420
DROPLET RADIUS      0.017475284
    WAVl        QEXT      W0      gf
       500.00000   0.00016444876   1.5569777e-11   1.2752001e-08
       142.85710   0.00044970932   5.6504273e-10   1.4085147e-07
       76.923100    0.0010960833   2.6318587e-09   4.5269977e-07
       52.631600    0.0019396696   5.1236584e-09   8.5615395e-07
       40.000000    0.0019107142   9.7570141e-09   1.4454771e-06
       32.786900    0.0018586898   2.1439479e-08   2.2063622e-06
       28.169000    0.0022210190   3.6315294e-08   3.0319750e-06
       24.390200    0.0029868399   5.0582530e-08   3.9979443e-06
       21.621600    0.0038007020   6.3405506e-08   4.9680149e-06
       19.230800    0.0048213059   7.8973565e-08   6.1095103e-06
       17.211700    0.0060345271   9.0082876e-08   7.3020937e-06
       15.576300    0.0068534754   9.7897162e-08   8.5844384e-06
       14.419600    0.0071765966   1.0223494e-07   9.7765516e-06
       13.157900    0.0068016656   9.8680421e-08   1.1462372e-05
       11.940300    0.0045963584   8.0627378e-08   1.3865057e-05
       11.019300    0.0024881632   1.1536491e-07   1.6645188e-05
       10.309300    0.0015468816   3.0739598e-07   1.9409401e-05
       9.6852000    0.0012718425   6.4966279e-07   2.2336722e-05
       9.2039000    0.0011836394   1.0040097e-06   2.4951998e-05
       8.6655000    0.0011260661   1.5396699e-06   2.8377307e-05
       8.0808000    0.0011011547   2.3431517e-06   3.2876863e-05
       7.6190000    0.0011001316   3.2153338e-06   3.7181384e-05
       7.1429000    0.0011355950   4.3708235e-06   4.2540288e-05
       6.6667000    0.0012850540   5.6715328e-06   4.9215245e-05
       6.2500000    0.0027444382   4.2360600e-06   5.6758278e-05
       5.8824000    0.0024296141   3.0063044e-06   6.1078118e-05
       5.5556000   0.00059034234   2.0238623e-05   6.9786176e-05
       5.2632000   0.00047273888   3.5968121e-05   7.8481459e-05
       5.0000000   0.00062221132   3.6090613e-05   8.7416700e-05
       4.7059000   0.00083371165   3.5507920e-05   9.8926305e-05
       4.3507000   0.00053822378   7.8044374e-05   0.00011607739
       4.0891000   0.00033115365   0.00017308940   0.00013206960
       3.7807000   0.00021772286   0.00040087117   0.00015589548
       3.3996000    0.0013128126   0.00013227293   0.00019769542
       3.0713000     0.016351803   2.2811754e-05   0.00024346684
       2.7836000    0.0098011177   7.3163735e-06   0.00026108629
       2.5674000   0.00023383770   0.00087365789   0.00032202570
       2.3337000   6.3078348e-05    0.0061411468   0.00039579039
       2.1075000   5.3986226e-05     0.012031973   0.00048887399
       1.9380000   0.00025078291    0.0037885867   0.00057995644
       1.7707000   1.7413596e-05     0.081102125   0.00069649462
       1.6240000   1.4761785e-05      0.13896393   0.00082967259
       1.4948000   4.3671523e-05     0.066686954   0.00098065694
       1.3661000   1.3434984e-05      0.31519948    0.0011753659
       1.2527000   8.2447575e-06      0.73625215    0.0013991816
       1.1652000   1.0562085e-05      0.77503907    0.0016183218
       1.0989000   1.0806492e-05      0.96420333    0.0018203993
       1.0526000   1.2762014e-05      0.97455462    0.0019847497
      0.99750000   1.6277193e-05      0.95283620    0.0022109602
      0.92510000   2.1419808e-05      0.98634480    0.0025719465
      0.86620000   2.7775075e-05      0.99628822    0.0029349580
      0.81100000   3.6300742e-05      0.99884512    0.0033496342
      0.76780000   4.5455861e-05      0.99889775    0.0037386657
      0.72020000   5.9123424e-05      0.99955846    0.0042513207
      0.67870000   7.5523449e-05      0.99989067    0.0047895805
DROPLET RADIUS      0.019179103
    WAVl        QEXT      W0      gf
       500.00000   0.00018048231   2.0582329e-11   1.1020285e-08
       142.85710   0.00049355549   7.4695318e-10   1.6988013e-07
       76.923100    0.0012029505   3.4791614e-09   5.4568792e-07
       52.631600    0.0021287864   6.7731718e-09   1.0312348e-06
       40.000000    0.0020970083   1.2898189e-08   1.7410921e-06
       32.786900    0.0020399126   2.8341698e-08   2.6575187e-06
       28.169000    0.0024375704   4.8006606e-08   3.6520739e-06
       24.390200    0.0032780617   6.6866988e-08   4.8155692e-06
       21.621600    0.0041712789   8.3818130e-08   5.9840123e-06
       19.230800    0.0052913969   1.0439807e-07   7.3589448e-06
       17.211700    0.0066229120   1.1908381e-07   8.7954036e-06
       15.576300    0.0075217089   1.2941371e-07   1.0339992e-05
       14.419600    0.0078763325   1.3514788e-07   1.1775882e-05
       13.157900    0.0074648383   1.3044894e-07   1.3806467e-05
       11.940300    0.0050445070   1.0658389e-07   1.6700491e-05
       11.019300    0.0027307643   1.5250434e-07   2.0049196e-05
       10.309300    0.0016977087   4.0635538e-07   2.3378682e-05
       9.6852000    0.0013958547   8.5880614e-07   2.6904629e-05
       9.2039000    0.0012990532   1.3272247e-06   3.0054759e-05
       8.6655000    0.0012358683   2.0353230e-06   3.4180524e-05
       8.0808000    0.0012085307   3.0974551e-06   3.9600264e-05
       7.6190000    0.0012074106   4.2503983e-06   4.4785053e-05
       7.1429000    0.0012463359   5.7778399e-06   5.1239850e-05
       6.6667000    0.0014103752   7.4972335e-06   5.9279814e-05
       6.2500000    0.0030120952   5.5996547e-06   6.8365345e-05
       5.8824000    0.0026665514   3.9740315e-06   7.3568704e-05
       5.5556000   0.00064792038   2.6753156e-05   8.4057495e-05
       5.2632000   0.00051885186   4.7545314e-05   9.4530896e-05
       5.0000000   0.00068290760   4.7707017e-05   0.00010529332
       4.7059000   0.00091504414   4.6936512e-05   0.00011915655
       4.3507000   0.00059074265   0.00010316146   0.00013981486
       4.0891000   0.00036348105   0.00022878607   0.00015907725
       3.7807000   0.00023899776   0.00052981826   0.00018777506
       3.3996000    0.0014410117   0.00017483222   0.00023812173
       3.0713000     0.017948536   3.0151851e-05   0.00029325135
       2.7836000     0.010757241   9.6705139e-06   0.00031448079
       2.5674000   0.00025673509    0.0011544129   0.00038787801
       2.3337000   6.9375035e-05    0.0081006186   0.00047672425
       2.1075000   5.9490076e-05     0.015840361   0.00058883893
       1.9380000   0.00027563079    0.0050007390   0.00069854263
       1.7707000   1.9615030e-05      0.10445145   0.00083890488
       1.6240000   1.6930169e-05      0.17577528   0.00099930668
       1.4948000   4.8975536e-05     0.086264592    0.0011811524
       1.3661000   1.6245166e-05      0.37814957    0.0014156564
       1.2527000   1.1193545e-05      0.78667180    0.0016852104
       1.1652000   1.4484103e-05      0.81984200    0.0019491280
       1.0989000   1.5539382e-05      0.97265876    0.0021924916
       1.0526000   1.8397663e-05      0.98061260    0.0023904167
      0.99750000   2.3340270e-05      0.96386926    0.0026628343
      0.92510000   3.0966164e-05      0.98962268    0.0030975458
      0.86620000   4.0249775e-05      0.99718552    0.0035346814
      0.81100000   5.2635391e-05      0.99912467    0.0040340135
      0.76780000   6.5908833e-05      0.99916441    0.0045024482
      0.72020000   8.5736216e-05      0.99966525    0.0051197133
      0.67870000   0.00010952225      0.99991710    0.0057677770
DROPLET RADIUS      0.021049041
    WAVl        QEXT      W0      gf
       500.00000   0.00019807912   2.7208627e-11   1.9749091e-08
       142.85710   0.00054167662   9.8742805e-10   2.0537825e-07
       76.923100    0.0013202373   4.5992452e-09   6.5705583e-07
       52.631600    0.0023363422   8.9537295e-09   1.2420933e-06
       40.000000    0.0023014665   1.7050631e-08   2.0972568e-06
       32.786900    0.0022388053   3.7466005e-08   3.2010102e-06
       28.169000    0.0026752369   6.3461788e-08   4.3988850e-06
       24.390200    0.0035976800   8.8394001e-08   5.8003579e-06
